,number,name,name_higher,short,desc,info,info2,year
36,3901,Yleisen kulttuuritoiminnan palvelut,,,"Yleisten kulttuuritoiminnan palveluiden järjestäminen kuntien kulttuuritoiminnasta annetun lain (166/2019) mukaisesti. Kunnan järjestämät kulttuuripalvelut, joiden tarkoituksena on edistää kulttuurin ja taiteen yhdenvertaista saatavuutta ja monipuolista käyttöä, kuten kulttuuripalvelujen ja -harrastusten tukeminen. Yleiseen kulttuuritoimintaan luettavan henkilöstön palkkauksesta ym. aiheutuvat menot ja tulot sekä kulttuurikeskusten toiminnasta aiheutuvat menot ja tulot. Kaikki kulttuuritoimen ja muiden hallintokuntien kulttuuritapahtumille sekä kulttuuritoiminnalle myönnetyt avustukset lukuun ottamatta taiteen perusopetuksen, museopalvelujen, musiikkipalvelujen, teatteri-, tanssi- ja sirkuspalvelujen ja visuaalisen taiteen avustuksia, jotka ilmoitetaan asianomaisissa palveluluokissa Taiteen perus-opetus, Museopalvelut, Musiikkipalvelut, Teatteri-, tanssi- ja sirkuspalvelut. Visuaalisen taiteen palvelut. ","Kuntien kulttuuritoiminnasta annetun lain mukainen toiminta -luokkaan eivät kuulu koulujen kuoro- ja orkesteritoiminta, koulujen kerhotoiminta eikä harrastamisen Suomen mallin toiminta. Yleisen kulttuuritoiminnan palveluihin sisältyy valtakunnallinen ja alueellinen kehittämistehtävä, josta säädetään kuntien kulttuuritoiminnasta annetun lain 6 §:ssä (166/2019). Yleiseen kulttuuritoimintaan ei tule kohdentaa taiteen perusopetusta. (Visuaalinen taide on määritelty palveluluokalla 3702.) ",Tarkennettu palvelukuvausta ja huomautusta,2023
13,3052,Aamu-ja iltapäivätoiminta,,,"Perusopetuslain mukainen aamu- ja iltapäivällä järjestettävä ohjattava ja virkistävä toiminta, joka on tarkoitettu ensimmäisen ja toisen vuosiluokan oppilaille sekä kaikkien vuosiluokkien erityisen tuen oppilaille.","Perusopetuslain (1136/2003 8 a luku) edellyttämällä toiminnalla tarkoitetaan 570 tuntia tai vaihtoehtoisesti 760 tuntia (keskimäärin 3 tai 4 tuntia/päivä) koulun työvuoden aikana järjestettyä tai sitä laajempana toteutettua toimintaa. Kunta voi järjestää toimintaa kunnassa sijaitsevien koulujen 1. ja 2. vuosiluokan oppilaille sekä vuosiluokkien 3.-9. erityistä tukea saaville oppilaille. 

Kunta voi järjestää toimintaa itse, yhdessä muiden kuntien kanssa tai hankkia palvelut muulta julkiselta tai yksityiseltä palveluntuottajalta. ",Tarkennettu palvelukuvausta,2023
38,4102,Yleiskaavoitus,,,"Yhdyskunnan eri toimintojen, kuten asutuksen, palvelujen ja työpaikkojen sekä virkistysalueiden sijoittamisen yleispiirteinen ohjaaminen ja toimintojen yhteensovittaminen maankäytön suunnitelmalla. Yleiskaava voi olla myös tarkempi, suoraan rakentamista ohjaava. ","Palveluluokkaan sisältyvät myös suoraan rakentamista ohjaavat yleiskaavat, rantayleiskaavat ja tuulivoimayleiskaavat. Palveluluokkaan kuuluvat myös suunnittelutarveratkaisut sekä poikkeamispäätökset ranta- ja yleiskaavaan. ",Palveluluokan sisältöön ei ole tehty muutoksia,2023
57,5566,Työllisyyspalvelut (ei-lakisääteiset),,,"Kunnan yleistoimivaltansa nojalla järjestämät työllisyydenhoidon palvelut, mm. - Rekrytointipalvelut (tiedon välittäminen osaavan työvoiman saatavuudesta ja työtilaisuuksista, rekrytointiin ja työnhakuun liittyvä neuvonta ja ohjaus sekä työtilaisuuksien ja työnhakijoiden yhteensovittaminen). - TE-palveluja ja muita lakeja täydentävät rekrytointi- ja osaamisen kehittämisen palvelut (rekrytointi- ja osaamispalvelu, esim. 1) tuetaan rekrytointeja ja työnhakua, 2) kartoitetaan ja kehitetään henkilöasiakkaiden osaamista, 3) lisätään henkilöasiakkaiden työmarkkinavalmiuksia tai tuetaan heidän työllistymistään.) - Työvoimakoulutukseen ja työkokeiluihin liittyvät täydentävät palvelut sekä muut osaamisen kartoittamiseen ja palvelutarpeen arviointin liittyvät palvelut. - Työllisyyspalveluna annettu palvelutarpeen arviointi, annettu ohjaus ja neuvonta ammattitaustasta riippumatta. - Kierrätyskeskukset tai vastaavat, jos niiden pääasiallinen tarkoitus on työllistäminen. - Sosiaalinen työllistäminen, jonka tarkoituksena on ylläpitää heikossa työllisyysasemassa olevien henkilöiden työ- ja toimintakykyä.- Työpajat aikuisille (yli 29-vuotiaille).  ","Huom! Kunnan oma rekrytointipalvelu kohdistetaan tukipalvelu-luokalle. Koska ei-lakisääteisten palvelujen tarjonta ja laajuus vaihtelee kunnittain, palvelukuvauksen esimerkit eivät ole kattava listaus.",Uusi palveluluokka,2023
59,5556,Maaseutupalvelut,,,"Viljelijätukipalvelut, maaseutuasiamiespalvelut ja muu maaseudun kehittäminen","Viljelijätukihakemusten käsittely ja myöntö ja maatalouden hirvieläin- ja petoeläinvahingot hukkakauran torjuntaan liittyvät asiat, neuvonta. Rauhoitettujen lajien aiheuttamien vahinkojen toteaminen ja arviointi. Kuntien vapaaehtoiset maaseutupalvelut ja maaseudun kehittäminen, ml. hankerahoitus ja kylätoiminnan tukeminen. ",Tarkennettu huomautusta,2023
60,5605,Kotoutumisen edistämisen ja maahanmuuton palvelut,,,"Alkukartoitukset ja kotoutumissuunnitelmat (toimenpidekokonaisuus, jonka avulla arvioidaan maahanmuuttajan työllistymis-, opiskelu- ja muut kotoutumisvalmiudet sekä kielikoulutuksen ja muiden kotoutumista edistävien palvelujen ja toimenpiteiden tarve, sekä yksilöllinen ja henkilökohtainen kotoutumista tukeva suunnitelma, jonka maahanmuuttaja laatii yhteistyössä paikallisviranomaisten kanssa) työvoiman ulkopuolella oleville, alkuvaiheen neuvonta ja ohjaus (henkilökohtaisen alkuvaiheen neuvonnan ja ohjauksen järjestäminen maahanmuuttajille),  ilman huoltajaa maassa olevin lasten ja nuorten asumisen tuki perheryhmäkotitoiminta vuoden 2023 loppuun saakka, muut kotoutumisen edistämiseen ja maahanmuuttoon liittyvät tehtävät. Työvoimaan kuuluvien osalta alkukartoitukset ja kotoutumissuunnitelmat tulevat kohtaan 5565 jossa työllistymistä edistävänä suunnitelmina on mainittu myös kotoutumissuunnitelmat.","Kotoutumissuunnitelmaan kirjataan palvelut ja toimenpiteet, jotka edistävät maahanmuuttajan kielitaitoa sekä muita yhteiskunnassa ja työelämässä tarvittavia tietoja ja taitoja. Perheryhmäkotitoiminta siirtyy hyvinvointialueiden vastuulle vuonna 2024.","Tarkennettu palvelukuvausta ja huomautusta
Tulossa uusi palvelunumero",2023
61,6101,Vesihuollon järjestäminen ja kehittäminen ,,,Kunnan toimenpiteet vesihuoltopalveluiden järjestämiseksi tai muun vesihuollon palvelun saatavuuden turvaamiseksi (peruskunnan tehtävä),"Sisältyy vesihuollon kehittämissuunnittelu, toiminta-alueiden määrittely, vesihuoltoavustusten myöntäminen, sammutusveden toimittaminen ym.",Palveluluokan sisältöön ei ole tehty muutoksia,2023
62,6102,"Vesihuoltopalvelun tuottaminen, talousvesi",,,Vesihuoltolaitoksen huolehtima vesijohtoverkosto ja talousveden tuotanto ym. vedentuotantoon liittyvät tulot ja menot,"Vesihuoltolaitoksen tehtävä. Vesihuoltolaitos voi olla taseyksikkö, liikelaitos, kuntayhtymä tai osakeyhtiö tai osuuskunta (kaksi viimeksi mainittua eivät sisälly kunnan kirjanpitoon). ",Palveluluokan sisältöön ei ole tehty muutoksia,2023
63,6103,"Vesihuoltopalvelun tuottaminen, jätevesi",,,Vesihuoltolaitoksen huolehtima jäteveden viemäröinti ja käsittely jätevedenpuhdistamolla sekä mahdolliset siirtoviemäröinnin kulut  ym. jätevedenpuhdistukseen liittyvät tulot ja menot ,"Vesihuoltolaitoksen tehtävä. Vesihuoltolaitos voi olla taseyksikkö, liikelaitos, kuntayhtymä tai osakeyhtiö tai osuuskunta (kaksi viimeksi mainittua eivät sisälly kunnan kirjanpitoon). ",Palveluluokan sisältöön ei ole tehty muutoksia,2023
64,6104,Hulevesijärjestelmän hallinta ,,,Kunnan toteuttamat maankäyttö- ja rakennuslain 13 a luvun mukaiseen hulevesijärjestelmään kuuluvien alueiden ja rakenteiden hallinta ja ylläpito (peruskunnan tehtävä). ,Palveluluokalle kohdistetaan myös hulevesitulvariskien hallinnan suunnittelu. Hulevesijärjestelmän hallintaan eivät sisälly maankäyttö- ja rakennuslain 13 a luvussa tarkoitettujen vesihuoltolaitoksen hulevesiviemäreiden hallinta ja ylläpito.  ,Tarkennettu palvelukuvausta ja huomautusta.,2023
65,6105,"Vesihuollon järjestäminen, hulevesiviemäröinti",,,Vesihuoltolaitoksen vesihuoltolain 17 a §:n mukaan huolehtima hulevesiviemäröinti (vhl 17a§) (vesihuoltolaitoksen tehtävä),"Jaetun vastuun mallissa, jossa vesihuoltolaitos huolehtii huleveden viemäröinnistä (VHL 17 a§) ja kunta muusta hulevesien hallinnasta (MRL 13 a-luku), vesihuoltolaitoksen hulevesiviemäröinnin kulut kohdistetaan tänne. ",Palveluluokan sisältöön ei ole tehty muutoksia,2023
66,6201,Energiahuoltopalvelut,,,"Palvelut, joiden tarkoituksena on taata energian luotettava saanti","Energianhuoltopalveluihin sisältyvät lämmön tuotanto, jakelua ja hyväksikäyttö, julkisista varoista rahoitettujen energiahuoltojärjestelmien rakentaminen tai toiminta, energiaa koskevien asioiden ja palveluiden yleisinformaation, teknisen dokumentoinnin ja tilastojen tuotanto tai jakelu, sekä avustusten, lainojen ja yritystukien hallinnointi. ",Palveluluokan sisältöön ei ole tehty muutoksia,2023
68,6252,Jätehuollon viranomaispalvelut,,,Jätehuollon järjestämiseen liittyvät viranomaispalvelut,"Kunnan jätehuoltoviranomaisen tehtäviin kuuluvat jätteenkuljetusjärjestelmästä päättäminen, jätehuoltomääräysten hyväksyminen, poikkeamiset jätehuoltomääräyksistä, jätetaksan hyväksyminen, jätemaksujen maksuunpano, jätemaksumuistutusten käsittely ja maksujen kohtuullistaminen, jätteen käsittely- ja vastaanottopaikoista määrääminen, poikkeaminen kunnallisesta jätehuollosta, kuljetustietorekisterin ylläpitäminen, tarkastukset, muu seuranta. Toiminta rahoitetaan jätemaksuin. 

Jätehuollon viranomaispalveluihin ei kohdisteta jätehuollon valvontaa, joka kuuluu ympäristönsuojelun palveluluokalle.  ",Palveluluokan sisältöön ei ole tehty muutoksia,2023
69,6301,Joukkoliikenne ja muut liikkumisen palvelut,,,"Joukkoliikennepalvelun järjestämisen sekä muut liikkumisen palvelut, kuten kaupunkipyörät ja MAAS-palvelut","Joukkoliikenteen järjestämiseen ja tukemiseen liittyvät palvelut, mm. joukkoliikenteen reittien suunnitteleminen, asiakaspalvelu, lippu- ja informaatiojärjestelmät, liikennepalvelulain mukaiset rajapinnat",Palveluluokan sisältöön ei ole tehty muutoksia,2023
70,6601,Maa- ja metsätaloustuotteet,,,"Kunnan omassa elinkeinoluonteisessa käytössä olevien maa- ja metsätilojen tuotteet ja palvelut, liiketoiminnassa käytettävien metsien myyntitulot.",Palveluluokalle kohdistetaan myös metsästys- ja kalastusoikeuksien vuokraaminen sekä virkistysmetsien metsätaloudellinen hoito. Palveluluokalle kohdistetaan myös elinkeinoluonteissa käytössä olevien maa- ja metsätilojen ja liiketoiminnassa käytettävien metsien luovutusvoitot ja -tappiot.,Palveluluokan sisältöön ei ole tehty muutoksia,2023
71,6901,Löytöeläimet,,,Kunnan alueella irrallaan tavattujen ja talteen otettujen pienikokoisten seura- ja harrastuseläinten tilapäisen hoidon järjestäminen,,Palveluluokan sisältöön ei ole tehty muutoksia,2023
72,7101,Alueiden kehittäminen,,,"Maakuntien liittojen osalta tähän luokkaan kohdistetaan lain alueiden kehittämisestä ja rakennerahastotoiminnan hallinnoinnista sekä maankäyttö- ja rakennuslain mukaiset tehtävät. Alueiden kehittämiseen ja alueiden käytön suunnitteluun liittyvät suunnittelu-, kehittämis- ja edunvalvontatehtävät (strategia- ja ohjelmatyö, maakuntakaava, rahoitusohjelmien hallinnointi, erilaiset suunnitelmat, tilastojen tuotanto, projektitoiminta, kansainvälinen toiminta).","Luokalla raportoidaan maakuntien liittojen tehtävät, jotka eivät kuulu jollekin toiselle palveluluokalle. Kunnat raportoivat maakuntien liittojen jäsenmaksut tällä luokalla.  ",Palveluluokan sisältöön ei ole tehty muutoksia,2023
73,7202,Pelastustoimen tulot ja menot tilikaudelta 2023 alkaen,,,"Tälle luokalle kirjataan mahdolliset pelastustoimen tulot ja menot, joita muodostuu hyvinvointialuieiden perustamisen jälkeen. Näitä voivat olla muun muassa erilaiset vahingonvastuut tai laskut joita tulee aiemmilta vuosilta ja kuuluvat vielä kunnan vastuulle","Tälle luokalle kirjataan myös mahdollinen yleisen toimialan mahdollistaman yhteistyö hyvinvointialuieiden kanssa. Mikäli kunta tuottaa hyvinvointialueelle erillisellä sopimuksella pelastustoimen palveluita, kirjataan niiden tuottamisesta aiheutuvat kustannukset tälle luokalle ",Uusi palveluluokka,2023
39,4104,Paikkatietopalvelut,,,"Kuntien paikkatietovarantojen ja kaupunkimallien hallinta. Tietopalvelujen järjestäminen ja paikkatietojen julkaiseminen. Paikkatietoaineistojen kerääminen ja ylläpito, kartoitukset, ilmakuvat, kaavan pohjakarttojen hankinnat ja ylläpitotyöt. Rakennusvalvontamittaukset ja kunnallistekniikan mittaukset, jotka eivät kohdennu muille palveluluokille. ",,Palveluluokan sisältöön ei ole tehty muutoksia,2023
58,5553,Työllisyyden edistämisen rahoituspalvelut,,,"Rahoituspalvelut työllisyyden, osaamisen ja sosiaalisen osallisuuden edistämiseen liittyviin kehittämishankkeisiin. Kunnan osuus työmarkkinatuesta. ","Luokalle kohdistetaan esimerkiksi tuki yrityksille kesätyöntekijöiden palkkaamiseen ja kuntien omarahoitusosuudet erilaisiin työllisyyttä edistäviin hankkeisiin. Huom! Kunnan oma rekrytointipalvelu kohdistetaan tukipalvelu-luokalle. Työllistettävien ml. kesätyöntekijät palkat ja niihin saadut tuet kohdistetaan sille palveluluokalle, jolla henkilö työskentelee. - Mikäli työllistettävät tuottavat ulos myytävää palvelua, jonka laskutetaan asiakkaalta, raportoidaan sillä palveluluokalla, josta on kyse tai tarvittaessa tukipalveluluokalla. ",Tarkennettu palveluluokan nimeä ja huomautusta,2023
67,6251,Jätehuollon palvelutehtävät ,,,Jätehuollon järjestäminen,"Jätehuoltopalveluihin kuuluvat jätteiden keräys ja kuljetus, pientuojien jäteasemapalvelut, jätteen uudelleenkäytön valmistelu, jätteiden hyödyntäminen energiana, jätteiden muu hyödyntäminen, jätteiden kierrätys materiaalina, jätteiden loppukäsittely, hallintotehtävät (mm. jätemaksujen laskutus ja asiakasrekisterin ylläpito, viestintä), jäteneuvonta, vaarallisten jätteiden jätehuolto, kaatopaikkojen jälkihoito. Toiminta rahoitetaan jätemaksuin. ",Palveluluokan sisältöön ei ole tehty muutoksia,2023
56,5565,Työllisyyspalvelut (lakisääteiset),,,"Työllisyyden edistämisen kuntakokeilusta annetun lain (1269/2020) mukaiset kokeilukunnille annetut tehtävät (mm. TE-palvelut, työttömyysturvatehtävät). Lainmukaiset työllisyyttä edistävät asiakkaiden palvelusuunnitelmat (työllistymissuunnitelmat, monialaiset työllistymissuunnitelmat, aktivointisuunnitelmat, kotoutumissuunnitelmat) siltä osin, kuin kunta osallistuu niiden laatimiseen. Työllistymistä edistävästä monialaisesta yhteispalvelusta annetun lain (1369/2014) 7 §:n mukaiset tehtävät (TYP-johtoryhmä, TYP-johtaja). Palveluluokalle kirjataan myös velvoitetyöllistäminen. ",,Uusi palveluluokka,2023
47,4602,Pysäköinnin järjestäminen ja valvonta,,,"Pysäköinnin järjestäminen pysäköintialueille (ml. kadunvarsipysäköinti), pysäköintiä ja ajoneuvon pysäyttämistä sekä joutokäyntiä koskevien kieltojen ja rajoitusten noudattamisen valvonta sekä pysäköintivirhemaksujen ja muiden pysäköintivalvontalaissa (727/2011) säädettyjen seuraamusten määrääminen",Palveluluokkaan kohdistetaan pysäköintiin liittyvät tulot sekä pysäköintivirhemaksutulot. ,Palveluluokan sisältöön ei ole tehty muutoksia,2023
40,4105,Kiinteistön muodostaminen,,,"Tonttijako, tontin ja  yleisten alueiden lohkominen, rasitteiden perustaminen ja muut kiinteistötoimitukset",,Palveluluokan sisältöön ei ole tehty muutoksia,2023
55,5551,Elinkeinojen edistäminen,,,Elinkeinotoiminnan sekä matkailun edistäminen ,"Elinkeinopalveluihin sisältyvät kuntamarkkinointi ja sellainen markkinointi, joka ei selkeästi kohdistu johonkin muuhun varsinaiseen palveluun, esim. kulttuuritapahtuma, elinkeinoasiamiehen palvelut sekä muut kunnan tukimuodot elinkeinoelämälle. Matkailun edistämiseen sisältyvät mm. messujen järjestäminen, kunnan matkailijoille järjestämät palvelut, kuten turisti-infot sekä kunnan tilojen antaminen majoituskäyttöön. Kunta vastaa majoitukseen sisältyvistä kuluista eli valvonta-, siivous- ja lämmityskuluista. Palveluluokalle kohdistetaan myös tietoverkkojen ylläpito.",Palveluluokan sisältöön ei ole tehty muutoksia,2023
41,4201,Rakennusvalvonta,,,"Rakentamista koskevat luvat, rakennustyön aikainen valvonta ja rakennusten kunnossapidon valvonta. ","Rakennusvalvontaviranomaisen palveluihin sisältyvät rakentamiseen liittyvät lupa-asiat, ilmoitukset, hyväksynnät ja neuvonta, rakennustyön valvontaan liittyvät katselmukset ja tarkastukset, rakentamiseen liittyvien pakkotoimien ja määräysten laatiminen ja valvonta. ",Palveluluokan sisältöön ei ole tehty muutoksia,2023
42,4301,Asumisen viranomaispalvelut,,,Viranomaisten suorittama asumisen valvonta,"Asumisen viranomaispalveluihin sisältyvät ARA-asukasvalinnan valvonta, ASO-asunnon luovutushinnan ja asukasvalinnan vahvistaminen sekä ARA-korkotukihankkeiden hyväksyminen. ",Palveluluokan sisältöön ei ole tehty muutoksia,2023
43,4302,Asumisen kehittämisen koordinointi,,,"Uudistuotannon ja peruskorjaamisen edistäminen, asuinympäristön ja asumisen esteettömyyden edistäminen, asumispalveluhankkeiden edistäminen, asumisen tutkimus ja markkinointi ym. asumisen kehittämiseen liittyvät tehtävät",,Palveluluokan sisältöön ei ole tehty muutoksia,2023
45,4402,Ympäristönsuojelun lupa- ja valvontatehtävät,,,"Ympäristönsuojelun luvat ja ilmoitukset: (ympäristölupa, yleinen ilmioitusmenettely, rekisteröinti (YSL, JL), maa-aineksen ottamislupiin (ympäristölupa, maa-aineslupa) liittyvät palvelut, ilmoituspäätökset (YSL). llmoituspäätöksiä: päätös ilmoituksesta koeluontoisesta tai poikkeuksellisesta toiminnasta, meluilmoitus, PiMa-ilmoitus), muut ympäristöasioiden päätökset (ympäristönsuojelun erityislakien mukaiset päätökset, esim. päätökset ojituksen erimielisyysasioissa, moottorikelkkareiteistä, roskaantuneiden alueiden siivouksesta, leirintäalueilmoituksista, hakemuksista hajajätevesisäädöksistä ja ympäristönsuojelumääräyksistä poikkeamiseksi,  poikkeukset vesi- ja viemäriverkkoon liittymisestä, huvivenesatamien jätehuoltosuunnitelmat, maastoliikenneluvat, vesiliikenneluvat, luonnonmuistomerkit, lannan aumavarastointi-ilmoitusten käsittely ja yksittäiset määräykset ympäristön pilaantumisen ehkäisemiseksi), ympäristönsuojelun säännöllinen valvonta ja sen suunnittelu (ympäristölupien, rekisteröitävien toimien ja ilmoitusten valvonta) sekä muu ympäristöasioiden valvonta (muiden ympäristöasioiden ja päätösten valvonta), maa-ainesvalvonta, esitutkintaan osallistuminen","Tänne kohdistetaan myös maankaatopaikkojen ja lumenkaatopaikkojen valvonta. Tällä palveluluokalla raportoidaan lausunnot, muistutukset ja valitukset erityistehtäviin, kun ne koskevat ympäristövalvonnan ennakko- ja jälkivalvontamenettelyjä.",Tarkennettu palvelukuvausta ja huomautusta,2023
